NEName,,SiteCode,SiteName,Vendor,Suffix,SiteCategory,Powertype,Area,Office,SiteSeverity
Zafarana,2G,0040RE,00209_H_0040RE_SZ-MR44-04,Huawei,H,NODAL,#N/A,Red Sea,Zaafarana,#N/A
Zafarana,2G,0348RE,00214_S_0348RE_SZ-PRT-SKHNA-1,Huawei,S,Normal,#N/A,Red Sea,Zaafarana,#N/A
Zafarana,2G,0176CA,00105_S_0176CA_SUKHNA-RD4,Huawei,S,Normal,#N/A,Red Sea,Suez ,#N/A
Zafarana,2G,0177CA,00106_J_0177CA_SUKHNA-RD5,Huawei,J,VIP,#N/A,Red Sea,Suez ,#N/A
Zafarana,2G,0044RE,U_G_0044RE_RS-MR44-07,Huawei,G,Normal,#N/A,Red Sea,Ras Ghareb,#N/A
Zafarana,2G,0319RE,01513_S_0319RE_RS-ZAFRANA-BCH,Huawei,S,Normal,#N/A,Red Sea,Zaafarana,#N/A
Zafarana,2G,0377RE,01913_S_0377RE_SZ-STELLA-2,Huawei,S,Normal,#N/A,Red Sea,Suez ,#N/A
Zafarana,2G,0247RE,00212_G_0247RE_SZ-VISTA-SKHNA,Huawei,G,Normal,#N/A,Red Sea,Zaafarana,#N/A
Zafarana,2G,0015RE,00223_G_0015RE_SUKHNA-RD7,Huawei,G,Normal,#N/A,Red Sea,Suez ,#N/A
Zafarana,2G,0359RE,00229_G_0359RE_RS-ANBA-PAULA,Huawei,G,Normal,#N/A,Red Sea,Zaafarana,#N/A
Zafarana,2G,0402RE,02594_S_0402RE_SZ-BLAGIO-RSRT,Huawei,S,Normal,#N/A,Red Sea,Zaafarana,#N/A
Zafarana,2G,0381RE,02593_S_0381RE_RS-CORONAD-VLG,Huawei,S,Normal,#N/A,Red Sea,Zaafarana,#N/A
Zafarana,2G,0395RE,03115_S_0395RE_MS-SZ-SKHNA-INDST,Huawei,S,Normal,#N/A,Red Sea,Suez ,#N/A
Zafarana,2G,0036RE,03133_S_0036RE_MS-MR44-01,Huawei,S,Normal,#N/A,Red Sea,Suez ,#N/A
Zafarana,2G,8510RE,03117_S_8510RE_MS-RS-DINA-BEACH,Huawei,S,Normal,#N/A,Red Sea,Zaafarana,#N/A
Zafarana,2G,0517RE,03217_S_0517RE_SZ-GALALA-CAMP,Huawei,S,Normal,#N/A,Red Sea,Zaafarana,#N/A
SAFAGA-EXCH,2G,0334RE,03368_S_0334RE_RS-SFAGA-DAARI,Huawei,S,Normal,#N/A,Red Sea,Hurghada,#N/A
SAFAGA-EXCH,2G,0487RE,03365_S_0487RE_RS-SAFAGA-CNTR,Huawei,S,Normal,#N/A,Red Sea,Hurghada,#N/A
October-2_RNC,3G,8510RE,03117_S_8510RE_MS-RS-DINA-BEACH,Huawei,S,Normal,#N/A,Red Sea,Zaafarana,#N/A
October-2_RNC,3G,0395RE,03115_S_0395RE_MS-SZ-SKHNA-INDST,Huawei,S,Normal,#N/A,Red Sea,Suez ,#N/A
October-2_RNC,3G,0036RE,03133_S_0036RE_MS-MR44-01,Huawei,V,VIP,#N/A,Red Sea,Suez ,#N/A
October-2_RNC,3G,0040RE,00209_H_0040RE_SZ-MR44-04,Huawei,G,Normal,#N/A,Red Sea,Zaafarana,#N/A
October-2_RNC,3G,0359RE,00229_G_0359RE_RS-ANBA-PAULA,Huawei,G,Normal,#N/A,Red Sea,Zaafarana,#N/A
October-2_RNC,3G,0319RE,01513_S_0319RE_RS-ZAFRANA-BCH,Huawei,S,Normal,#N/A,Red Sea,Zaafarana,#N/A
October-2_RNC,3G,0402RE,02594_S_0402RE_SZ-BLAGIO-RSRT,Huawei,S,Normal,#N/A,Red Sea,Zaafarana,#N/A
October-2_RNC,3G,0381RE,02593_S_0381RE_RS-CORONAD-VLG,Huawei,S,Normal,#N/A,Red Sea,Zaafarana,#N/A
October-2_RNC,3G,0044RE,U_G_0044RE_RS-MR44-07,Huawei,G,Normal,#N/A,Red Sea,Ras Ghareb,#N/A
October-2_RNC,3G,0247RE,00212_G_0247RE_SZ-VISTA-SKHNA,Huawei,G,Normal,#N/A,Red Sea,Zaafarana,#N/A
October-2_RNC,3G,0348RE,00214_S_0348RE_SZ-PRT-SKHNA-1,Huawei,S,Normal,#N/A,Red Sea,Zaafarana,#N/A
October-2_RNC,3G,0036RE,03133_S_0036RE_MS-MR44-01,Huawei,O,OFFAIR,#N/A,Red Sea,Suez ,#N/A
October-2_RNC,3G,0377RE,01913_S_0377RE_SZ-STELLA-2,Huawei,S,Normal,#N/A,Red Sea,Suez ,#N/A
October-2_RNC,3G,0015RE,00223_G_0015RE_SUKHNA-RD7,Huawei,G,Normal,#N/A,Red Sea,Suez ,#N/A
October-2_RNC,3G,0176CA,00105_S_0176CA_SUKHNA-RD4,Huawei,S,Normal,#N/A,Red Sea,Suez ,#N/A
October-2_RNC,3G,0177CA,00106_J_0177CA_SUKHNA-RD5,Huawei,J,VIP,#N/A,Red Sea,Suez ,#N/A
October-2_RNC,3G,0334RE,03368_S_0334RE_RS-SFAGA-DAARI,Huawei,E,Normal,#N/A,Red Sea,Hurghada,#N/A
October-2_RNC,3G,0487RE,03365_S_0487RE_RS-SAFAGA-CNTR,Huawei,S,Normal,#N/A,Red Sea,Hurghada,#N/A
10868,LTE,0040RE,00209_H_0040RE_SZ-MR44-04,Huawei,G,Normal,#N/A,Red Sea,Zaafarana,#N/A
10873,LTE,0319RE,01513_S_0319RE_RS-ZAFRANA-BCH,Huawei,S,Normal,#N/A,Red Sea,Zaafarana,#N/A
10877,LTE,0381RE,02593_S_0381RE_RS-CORONAD-VLG,Huawei,S,Normal,#N/A,Red Sea,Zaafarana,#N/A
10870,LTE,0247RE,00212_G_0247RE_SZ-VISTA-SKHNA,Huawei,G,Normal,#N/A,Red Sea,Zaafarana,#N/A
10592,LTE,0377RE,01913_S_0377RE_SZ-STELLA-2,Huawei,S,Normal,#N/A,Red Sea,Suez ,#N/A
10618,LTE,0395RE,03115_S_0395RE_MS-SZ-SKHNA-INDST,Huawei,S,Normal,#N/A,Red Sea,Suez ,#N/A
10855,LTE,0036RE,03133_S_0036RE_MS-MR44-01,Huawei,V,VIP,#N/A,Red Sea,Suez ,#N/A
10579,LTE,0348RE,00214_S_0348RE_SZ-PRT-SKHNA-1,Huawei,S,Normal,#N/A,Red Sea,Zaafarana,#N/A
10866,LTE,0402RE,02594_S_0402RE_SZ-BLAGIO-RSRT,Huawei,S,Normal,#N/A,Red Sea,Zaafarana,#N/A
HURGHADA_FIBER2,#N/A,0175RE,BRNIS-SHLTIN-4_0175RE,Alcatel,#N/A,#N/A,(1)G,Red Sea,Marsa Alam ,#N/A
SAFAGA_1,#N/A,0176RE,BRNIS-SHLTIN-5_0176RE,Alcatel,#N/A,#N/A,(1)G,Red Sea,Marsa Alam ,#N/A
HURGHADA_FIBER2,#N/A,0223RE,RS-VERA-CLUB_0223RE,Alcatel,#N/A,#N/A,(1)G,Red Sea,Marsa Alam ,#N/A
HURGHADA_FIBER2,#N/A,0068RE,SZ-MINA_0068RE,Alcatel,#N/A,#N/A,Main Power,Red Sea,Suez ,#N/A
MARSA_ALAM,#N/A,0164RE,U_V_RS-QUSEIR-ENT_0164RE,Alcatel,#N/A,#N/A,Main Power,Red Sea,Hurghada,#N/A
#N/A,#N/A,0228RE,SZ-SEDIG_0228RE,Alcatel,#N/A,#N/A,Main Power,Red Sea,Suez ,#N/A
HURGHADA_FIBER_EXCH,#N/A,0263RE,RS-MVNPK-QUSER_0263RE,Alcatel,#N/A,#N/A,Main Power,Red Sea,Hurghada,#N/A
Zafarana,#N/A,0293RE,RS-ABU-DABBAB_0293RE,Alcatel,#N/A,#N/A,Main Power,Red Sea,Marsa Alam ,#N/A
ISMAILIA-EXCH,#N/A,0375RE,SZ-HOUD-ELDARS_0375RE,Alcatel,#N/A,#N/A,Main Power,Red Sea,Suez ,#N/A
#N/A,#N/A,0396RE,RS-QUSEIR-WST_0396RE,Alcatel,#N/A,#N/A,Main Power,Red Sea,Hurghada,#N/A
NUWEIBAA_2,#N/A,0470RE,SZ-HAWEES_0470RE,Alcatel,#N/A,#N/A,Main Power,Red Sea,Suez ,#N/A
DAHAB_2,#N/A,0460SI,SS-HAPPYLIFE-BR_0460SI,Alcatel,#N/A,#N/A,(1)G,Sinai,Nuwibaa,#N/A
SHARM_5,#N/A,0044SI,SS-MR66-GYPSUM_0044SI,Alcatel,#N/A,#N/A,Main Power,Sinai,Ras Sedr,#N/A
SHARM_3,#N/A,0390SI,0431_S_SS-TRPCN-RSETA_0390SI,Alcatel,#N/A,#N/A,Main Power,Sinai,Sharm,#N/A
10-RAMADAN-EXCH,2G,0243CA,01966_S_0243CA_10TH-RSD3,Huawei,S,Normal,#N/A,Sinai ,10TH-RAMADAN,#N/A
10-RAMADAN-EXCH,2G,3598CA,01968_S_3598CA_10TH-RSD-16,Huawei,S,Normal,#N/A,Sinai ,10TH-RAMADAN,#N/A
10-RAMADAN-EXCH,2G,3441CA,01957_G_3441CA_10TH-BUS-STN,Huawei,G,Normal,#N/A,Sinai ,10TH-RAMADAN,#N/A
ISMAILIA-EXCH,2G,0402SI,03199_S_0402SI_NS-ISMALIYA-22,Huawei,S,Normal,#N/A,Sinai ,Ismailia,#N/A
ISMAILIA-EXCH,2G,0441SI,03205_S_0441SI_NS-ISMALIYA-29,Huawei,S,Normal,#N/A,Sinai ,Ismailia,#N/A
October-2_RNC,3G,0402SI,03199_S_0402SI_NS-ISMALIYA-22,Huawei,S,Normal,#N/A,Sinai ,Ismailia,#N/A
October-2_RNC,3G,0441SI,03205_S_0441SI_NS-ISMALIYA-29,Huawei,S,Normal,#N/A,Sinai ,Ismailia,#N/A
ObourRNC_2,3G,3598CA,01968_S_3598CA_10TH-RSD-16,Huawei,S,Normal,#N/A,Sinai ,10TH-RAMADAN,#N/A
ObourRNC_2,3G,3441CA,01957_G_3441CA_10TH-BUS-STN,Huawei,G,Normal,#N/A,Sinai ,10TH-RAMADAN,#N/A
ObourRNC_2,3G,0243CA,01966_S_0243CA_10TH-RSD3,Huawei,S,Normal,#N/A,Sinai ,10TH-RAMADAN,#N/A
10714,LTE,0402SI,03199_S_0402SI_NS-ISMALIYA-22,Huawei,S,Normal,#N/A,Sinai ,Ismailia,#N/A
10717,LTE,0441SI,03205_S_0441SI_NS-ISMALIYA-29,Huawei,S,Normal,#N/A,Sinai ,Ismailia,#N/A
EDFO3_EVO,#N/A,0165UP,AS-APT_0165UP,Alcatel,#N/A,#N/A,(1)G,South Upper,Aswan,#N/A
BALYANA_2,#N/A,3243UP,UPPER-RS-RD-19_3243UP,Alcatel,#N/A,#N/A,(1)G,South Upper,Qena,#N/A
QUENA_2,#N/A,3270UP,QN-RHMNIA-QBLY_3270UP,Alcatel,#N/A,#N/A,(1)G,South Upper,Qena,#N/A
MINYA_1_EVO_V,3G,3739UP,SG-SWAMAA-GHRB_3739UP,Nokia,S,Normal,(1)G,South Upper,Sohag,#N/A
EDFO3_EVO,#N/A,0375UP,01_A_CAIRO-ASWAN-17_0375UP,Alcatel,#N/A,#N/A,EC,South Upper,Luxor,#N/A
SOHAG_1,#N/A,0479UP,U_W_SG-NIDA_0479UP,Alcatel,#N/A,#N/A,EC,South Upper,Sohag,#N/A
MAGHAGHA_2,#N/A,3334UP,01_S_QN-RZYQAT-BHRY_3334UP,Alcatel,#N/A,#N/A,EC,South Upper,Luxor,#N/A
EL_MAHROUSA,#N/A,0483UP,SG-SHKH-MRZOK_0483UP,Alcatel,#N/A,#N/A,EC+(1)G,South Upper,Sohag,#N/A
SOHAG_ENTRANCE_2,#N/A,0543UP,QN-QNTR-NGHMDI_0543UP,Alcatel,#N/A,#N/A,EC+(1)G,South Upper,Qena,#N/A
BENISUEF_EXC,#N/A,3236UP,UPPER-RS-RD-12_3236UP,Alcatel,#N/A,#N/A,Solar+(1)SCG,South Upper,Sohag,#N/A
BALYANA_2,#N/A,0073UP,QN-QIFT-NTH_0073UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Qena,#N/A
MOVENPICK_LUXOR,#N/A,0114UP,SG-MARAGHA-TWN_0114UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Sohag,#N/A
MOVENPICK_LUXOR,#N/A,0454UP,SG-BANI-HEMIL_0454UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Sohag,#N/A
QUENA_2,#N/A,0470UP,QN-DANFIQ_0470UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Qena,#N/A
QUENA_3,#N/A,0913UP,1381_D_LU-AS-WST-RD-3_0913UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Idfu ,#N/A
NAG3_HAMMADI,#N/A,0914UP,LU-AS-WST-RD-4_0914UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Idfu ,#N/A
EDFO_EXCHANGE,#N/A,0918UP,QN-ELLAKITA_0918UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Qena,#N/A
KOMOMBO_EX,#N/A,3042UP,SG-ELSAHEL_3042UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Sohag,#N/A
LUXOR_3,#N/A,3063UP,QN-ABO-SHOUSHA_3063UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Sohag,#N/A
SOHAG_SUBURBAN2,#N/A,3084UP,1491_S_AS-SEABAIA_3084UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Idfu ,#N/A
MANFALUT,#N/A,3108UP,QN-DISHNA-CTR_3108UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Qena,#N/A
SOHAG_ENTRANCE_2,#N/A,3239UP,UPPER-RS-RD-15_3239UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Qena,#N/A
NAG_HAMADI_EX_2,#N/A,3242UP,UPPER-RS-RD-18_3242UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Qena,#N/A
MINYA_1_EVO_V,#N/A,3244UP,UPPER-RS-RD-20_3244UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Qena,#N/A
ASYOUT_6,#N/A,3245UP,UPPER-RS-RD-21_3245UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Qena,#N/A
NAG3_HAMMADI,#N/A,3246UP,UPPER-RS-RD-22_3246UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Qena,#N/A
BANI_ATTEYA_2,#N/A,3369UP,SG-AWLAD-SLAMA_3369UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Sohag,#N/A
MOVENPICK_LUXOR,#N/A,3421UP,QN-SHEIKH-ALI_3421UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Qena,#N/A
SAMALOUT_2,#N/A,3501UP,01_S_AS-NESRAB_3501UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Idfu ,#N/A
SOHAG_1,#N/A,3595UP,SG-GHABAT_3595UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Sohag,#N/A
MANFALOUT_2,#N/A,3705UP,SG-NGOA-BARDIS_3705UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Sohag,#N/A
DAYROUT_3,#N/A,3806UP,1311_S_AS-BINBAN_3806UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Aswan,#N/A
MINYA_2,#N/A,4058UP,SG-GIRGA-BRDR_4058UP,Alcatel,#N/A,#N/A,Main Power,South Upper,Sohag,#N/A
KOMOMBO_EX,3G,0717UP,0241_S_AS-RLW_0717UP,Nokia,S,Normal,Main Power,South Upper,Aswan,#N/A
EDFO3_EVO,2G,3293UP,0261_S_SG-MAZALWA_3293UP,Nokia,S,Normal,Main Power,South Upper,Sohag,#N/A
MAGHAGHA,2G,3746UP,0301_S_SG-GZRT-MONTSR_3746UP,Nokia,S,Normal,Main Power,South Upper,Sohag,#N/A
CAIRO-EXCH01,2G,2003CA,01020_S_2003CA_M-EMAD-DIN,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,2071CA,01033_S_2071CA_M-RIVOLI,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,0158CA,978_S_0158CA_ESSAF,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,2073CA,01022_S_2073CA_M-LEATHER-SHPS,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,2019CA,01023_S_2019CA_M-MAAROUF,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,2049CA,01027_S_2049CA_M-NEEASA,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,3208CA,00975_S_3208CA_BAB-ELBAHR-2,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,0157CA,01044_S_0157CA_SHERIF-CA,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,0985CA,00972_Z_0985CA_ABO-ELA1-BTS-2,Huawei,Z,VIP,Main Power,Cairo East,Shoubra,Silver
CAIRO-EXCH01,2G,0985CA,00972_Z_0985CA_ABO-ELA1-BTS-3,Huawei,Z,VIP,Main Power,Cairo East,Shoubra,Silver
CAIRO-EXCH01,2G,0985CA,00972_Z_0985CA_ABO-ELA1-BTS-4,Huawei,Z,VIP,Main Power,Cairo East,Shoubra,Silver
CAIRO-EXCH01,2G,1401CA,00981_Y_1401CA_I-GUMHORIAI,Huawei,Y,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,2047CA,01029_S_2047CA_M-PLACE-ORABI,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1481CA,03160_S_1481CA_I-ABDO-PSHA-UG,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1021CA,00993_S_1021CA_I-CNTR-EGP-BNK,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,2044CA,01017_S_2044CA_M-BAB-BAHR,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,2045CA,01035_S_2045CA_M-SEDKI,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,2026CA,01032_S_2026CA_M-REDA,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1192CA,01011_S_1192CA_I-TALATHRB-MAL,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,2020CA,01034_S_2020CA_M-SADAT-ACADMY,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,2046CA,01026_S_2046CA_M-MSR-PETROLEM,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,0778CA,01012_S_0778CA_KASR-NEEL,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,2028CA,01016_S_2028CA_M-ALFI,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,2051CA,01036_S_2051CA_M-SHERIF,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1063CA,00984_S_1063CA_I-AHRAM-PRES,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1117CA,00985_S_1117CA_I-AHRAM-PRESS2,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,2021CA,01031_S_2021CA_M-RAMSIS,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,2074CA,01015_S_2074CA_M-ADLY,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,2005CA,01030_S_2005CA_M-QASR-NIL,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,0767CA,00979_S_0767CA_FOM-KHALIG,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,2154CA,01038_Y_2154CA_M-WEZARAH,Huawei,Y,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1479CA,03159_S_1479CA_I-ABBASIA-UG,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,2032CA,01024_S_2032CA_M-MOHAMED-FARD,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,2031CA,01028_S_2031CA_M-PLACE-KAMEL,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1094CA,01010_S_1094CA_I-ST-THEREZE,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Silver
CAIRO-EXCH01,2G,1099CA,01006_S_1099CA_I-ROAD-FARAG,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Golden
CAIRO-EXCH01,2G,1093CA,00998_S_1093CA_I-MASRRA,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1095CA,00997_S_1095CA_I-KHLFAWY,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Silver
CAIRO-EXCH01,2G,1073CA,01005_S_1073CA_I-RMSS-UNDGND2,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1362CA,01003_S_1362CA_I-RMSIS-GH-UG,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Golden
CAIRO-EXCH01,2G,1096CA,00999_S_1096CA_I-MAZALAT,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1072CA,01004_S_1072CA_I-RMSS-UNDGND1,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1079CA,01002_S_1079CA_I-ORBI-UNDRGND,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1080CA,00995_S_1080CA_I-GMAL-UNDRGND,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1081CA,01008_S_1081CA_I-SADAT-UNDGND,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1116CA,01009_S_1116CA_I-SDAT-UNDGND2,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1135CA,00986_S_1135CA_I-AHRM-NEW-BLD,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1014CA,00988_S_1014CA_I-BANQUE-MISR,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1532CA,01857_S_1532CA_I-EGX-DWTN,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,0111CA,01048_A_0111CA_TALAAT-HARB,Huawei,A,VIP & NODAL,Main Power,Cairo East,Shoubra,Silver
CAIRO-EXCH01,2G,2033CA,01019_S_2033CA_M-BAROUDI,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,0069CA,01042_S_0069CA_SAYEDA,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,0542CA,00982_S_0542CA_HELMEYA,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,0757CA,01014_S_0757CA_MADBAH-CTR,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,0159CA,01043_S_0159CA_SAYEDA-PLACE,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,2466CA,03253_S_2466CA_M-ERAH,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,0288CA,00990_Z_0288CA_IBN-TOLOUNE,Huawei,Z,VIP,Main Power,Cairo East,Shoubra,Silver
CAIRO-EXCH01,2G,0651CA,01045_S_0651CA_MS-SHIKH-ALI-YUSF,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,0106CA,00980_F_0106CA_GUMHOREYA,Huawei,F,VIP & NODAL,Main Power,Cairo East,Shoubra,Golden
CAIRO-EXCH01,2G,0262CA,01047_A_0262CA_SOLIMAN-HALABI,Huawei,A,VIP & NODAL,Main Power,Cairo East,Shoubra,Golden
CAIRO-EXCH01,2G,0062CA,01040_Y_0062CA_RAMSIS,Huawei,Y,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,0261CA,01041_S_0261CA_SABTEYAH,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1483CA,02941_S_1483CA_I-BAB-SHRYA-UG,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1482CA,02935_S_1482CA_I-EL-GEISH-UG,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,2024CA,01021_S_2024CA_M-GUMHORIA,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,3964CA,02550_V_3964CA_SLIMAN-HALABI2,Huawei,V,VIP,Main Power,Cairo East,Shoubra,Silver
CAIRO-EXCH01,2G,0652CA,00976_S_0652CA_CAIROKHAN-HTL,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Silver
CAIRO-EXCH01,2G,0985CA,00972_Z_0985CA_ABO-ELA1-BTS-1,Huawei,Z,VIP,Main Power,Cairo East,Shoubra,Silver
CAIRO-EXCH01,2G,4201CA,02581_V_4201CA_RAMSIS-SQR,Huawei,V,VIP,Main Power,Cairo East,Shoubra,Silver
CAIRO-EXCH01,2G,2050CA,01013_S_2050CA_M-ABD-KHALEQ,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1161CA,02100_S_1161CA_I-GARGOUR,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1484CA,01291_S_1484CA_I-Attaba-L3-UG,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Golden
CAIRO-EXCH01,2G,1101CA,00987_S_1101CA_I-ATABA,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1102CA,00983_S_1102CA_I-ABDEEN,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,0981CA,00973_S_0981CA_ABO-ELA2,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Silver
CAIRO-EXCH01,2G,0128CA,00977_S_0128CA_DARB-NASR,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,3669CA,01039_F_3669CA_PST-OFFICE2,Huawei,F,VIP & NODAL,Main Power,Cairo East,Shoubra,Golden
CAIRO-EXCH01,2G,0266CA,974_V_0266CA_ADLY,Huawei,V,VIP,Main Power,Cairo East,Shoubra,Silver
CAIRO-EXCH01,2G,1757CA,03211_S_1757CA_I-FAIR-STN-UG,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1756CA,03214_S_1756CA_I-STDUM-STNUG,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
CAIRO-EXCH01,2G,1755CA,03213_S_1755CA_I-KLYT-BNATUG,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
