SiteCode,TPG,Power Fees,Area,Host,Vfcode,Sharing Status,PowerSource,Year Target,CG Date,ON-AIR,Counting date
0107DE,GF,GF,DE,ET,2784,ET ON AIR,Owner Power,2016,21-Oct-15,27-Jul-16,1-Nov-15
0723CA,RT,RT,CA,ET,CAI1414,ET ON AIR,ET Commercial,2016,7-May-15,22-Mar-16,1-Jun-15
0297SI,GF,GF,SI,ET,6286,ET ON AIR,Owner Power,2016,7-Dec-15,15-Feb-16,1-Jan-16
0354CA,RT,RT,CA,ET,CAI1700,ET ON AIR,ET Commercial,2015,5-Mar-15,25-Nov-15,1-Apr-15
4069UP,RT,RT,UP,VF,U4734,VF ON AIR,VF Commercial,2016,24-Feb-15,7-Apr-16,1-Mar-15
3239CA,RT,RT,CA,VF,k5047,VF ON AIR,VF Commercial,2015,30-Jul-15,30-Nov-15,1-Sep-15
4352CA,RT,RT,CA,VF,K3824,VF ON AIR,Owner Power,2016,8-Aug-16,31-Dec-16,1-Sep-16
0165RE,RT,RT,RE,ET,6180,ET ON AIR,Owner Power,2015,23-Aug-15,31-Aug-15,1-Sep-15
3135DE,GF,GF,DE,ET,4327,ET ON AIR,ET Commercial,2016,10-Nov-15,19-Sep-16,1-Dec-15
0568CA,GF,GF,CA,ET,CAI2861,ET ON AIR,ET Commercial,2016,20-Oct-16,31-Dec-16,1-Nov-16
0219SI,GF,GF,SI,ET,6160,ET ON AIR,ET commercial 31-8,2016,2-Dec-15,9-Feb-16,1-Jan-16
4103UP,GF,GF,UP,VF,U4371,VF ON AIR,VF Commercial,2016,14-Apr-16,29-Aug-16,1-May-16
4358CA,RT,RT,CA,VF,K3832,VF ON AIR,VF commerial,2016,17-Aug-16,7-Nov-16,1-Sep-16
0487RE,RT,RT,RE,VF,R2734,VF ON AIR,VF commercial,2016,23-May-16,25-Sep-16,1-Jun-16
4023CA,RT,RT,CA,ET,CAI2542,ET ON AIR,,2017,23-Mar-15,2-Apr-17,1-Apr-16
0489RE,RT,RT,RE,VF,R2894,VF oN AIR,Owner Power,2016,23-May-16,11-Oct-16,1-Jun-16
0640CA,RT,RT,CA,VF,1760,VF ON AIR,Owner Power,2016,17-Aug-16,26-Dec-16,1-Sep-16
0212UP,GF,GF,OCT,VF,788, VF ON AIR,,2017,28-Dec-16,1-Apr-17,1-Feb-17
0284CA,RT,RT,CA,ET,CAI2574,ET ON AIR,ET Commercial,2016,10-Aug-16,31-Dec-16,1-Sep-16
0511RE,GF,GF,RE,ET,748,ET ON AIR,ET Generator,2016,17-Apr-16,5-Jul-16,1-May-15
0513RE,GF,GF,RE,ET,6502,ET ON AIR,ET Generator,2016,17-Apr-16,15-Aug-16,1-May-15
0890DE,RT,RT,DE,VF,4754,VF ON AIR,owner power,2008,2-Dec-08,29-Dec-08,1-Jan-09
0364RE,RT,RT,RE,ET,R2563,VF ON AIR,Owner Power,2016,24-Oct-16,31-Dec-16,1-Nov-16
4214UP,RT,RT,UP,VF,U5056,VF ON AIR,Owner Power,2016,1-Dec-16,31-Dec-16,1-Jan-17
0975AL,GF,GF,Al,VF,A6406,VF ON AIR,VF Generator ,2016,5-Jul-16,2-Aug-16,1-Aug-16
M0015RE,GF,GF,RE,ET,696,ET ON AIR,ET Generator ,2016,18-Jun-16,6-Jul-16,1-Jul-16
7137RE,GF,GF,RE,VF,X2036,VF ON AIR,VF Generator ,2016,18-Jun-16,6-Jul-16,1-Jul-16
4402CA,RT,RT,CA,VF,K3588 ,VF ON AIR,,2016,25-Jul-16,25-Jul-16,1-Sep-16
3012AL,GF,GF,Al,VF,A6701,VF ON AIR,,9-Jul-05,25-Sep-16,29-Mar-17,1-Nov-16
4232UP,GF,GF,GZ,ET,CAI3080,ET ON AIR,,2017,9-Aug-16,2-Apr-17,1-Sep-16
M0016UP,GF,GF,UP,ET,196,ET ON AIR,ET genertor,2016,31-Aug-16,27-Sep-16,1-Oct-16
M0015UP,GF,GF,UP,VF,X5012,VF ON AIR,VF Genetator,2016,31-Aug-16,24-Oct-16,1-Nov-16
3017DE,RT,,DE,VF,5890,VF ON AIR,,2009,19-Dec-09,29-Jun-09,1-Jan-10
